FMCG_CID,CurrentBalance,YearInflow,ManualTransactions,onlineTransactions,TotalTransactions,NoOfclosedAccounts,NewAccountsOpened,No.ofchequeBounces,No.of failedtransactions,YearOutflow,OverallPerspective
145065,26035523,81965810940,292247,821336054,821625709,54750,3938,2760,2540459,86713892683,2
203933,31936394,79470222983,276727,646467682,646742810,13752,3614,7881,4255713,66818312455,2
166888,82983164,50282492547,756394,763194686,763950769,61544,4851,6604,2099730,86993257972,2
191635,97008952,40855777399,94041,79837976,79931675,60753,7347,3660,8312862,33333985499,1
193467,72327542,78670098070,938843,827815305,828753304,4486,4217,5541,6775595,9034342205,1
134634,96968187,27211011464,99666,76007702,76103947,23756,1215,6942,7410578,90699277727,1
137393,2439439,40127425879,558333,982379745,982936682,53032,6767,917,3792711,96871931709,2
173742,11898226,51868903989,507954,102484805,102992148,16382,5933,4270,8322835,18770485403,0
137762,88620319,80621102982,413806,268375717,268788191,15192,7141,9724,4025078,96109318435,2
136418,77665431,50886649323,111629,122602756,122710529,53822,1691,6063,4453331,21933498770,1
194271,2406768,25468930176,530120,170850241,171378864,75290,6553,7427,2315845,43476468539,0
131423,72097842,97445269122,963036,615785365,616745256,36832,6286,3114,4050909,24831260960,1
182738,39594120,46797296063,431014,846146813,846575429,40448,5930,1744,3185573,45708440593,1
213167,3980898,37799433604,150746,200475520,200625583,10615,5153,4985,5822971,84039169640,1
117999,23569744,28671892380,125632,680481773,680605354,70812,7313,2027,7346858,46747623207,1
211826,61000272,29589582877,837050,429673472,430509805,48542,8997,2266,1076350,98447581497,1
177553,80985749,28741305653,724222,809667644,810389981,93504,3873,7579,3638073,37842891223,0
195235,14725300,16347096967,322825,886360090,886680828,16101,3268,68,270557,30358099216,0
128639,31158909,58388637190,97343,209762535,209856574,31796,1320,6293,6201722,17901529661,1
133660,92033289,46182003625,251716,621385983,621637018,14060,4407,9387,1219701,46850597109,1
156581,77059333,6270991564,774474,168934582,169705539,35902,6873,5875,7378094,4051966914,0
208785,17728680,97062609203,226799,690271996,690496082,76628,7326,1063,2984043,25302330709,1
143596,53992093,7105461944,603695,192550774,193152352,65203,6576,10030,9318748,22013131258,0
183716,33129392,60944444072,792152,33758062,34548105,51941,3220,4866,5465722,33770658903,1
126804,79079295,39748154325,778424,452378454,453156263,21243,6371,1274,8697159,17960472680,0
155426,37122931,47627773132,56160,744626060,744680284,54229,8116,8307,5560829,35686858497,1
198941,95177754,70732586442,58925,614152446,614210415,16732,5455,9487,5740913,16959267535,1
132295,1775626,58154518013,841305,24901438,25739503,88080,3260,9630,5730020,79527006162,2
117849,43435983,49039325654,850919,282966264,283815649,86406,8938,9538,2671232,95115881181,2
190893,94240790,33988712391,212760,205495771,205707470,98260,5249,8798,9488824,62354488311,1
168077,98655524,65426528930,790656,162922548,163712293,70381,1641,4419,610486,52935491172,1
130736,32992526,86943032563,531890,886586570,887114665,85646,6043,8555,8795559,26520902736,1
212634,97819987,84127779504,267600,284710161,284977084,319,1381,9377,2960176,90507268792,2
174875,68476148,46882171576,25511,834219426,834242009,33042,8827,4672,6590810,78697352775,1
186371,4261803,1150823089,125426,105843060,105968059,20429,3728,3818,9475205,63771900664,0
137254,28927481,6321199914,819356,657423877,658241175,11911,3225,1674,6701831,29574471461,0
170415,1614125,41537022663,431542,539867528,540297607,100270,2046,1328,5500283,77351011620,1
131962,74577913,94365804687,989930,812828063,813817216,82372,7664,6589,7089167,42603899391,2
207462,32539156,41470438190,867895,955925547,956793053,87154,5367,8194,1029410,55925530845,1
174236,13230878,60136737522,243319,495167527,495410000,55623,6506,4812,7801804,85665532198,2
193095,23422272,25096661441,24810,928077205,928099754,36177,9024,8495,6924288,48334880643,1
176010,53236443,22080645238,954226,647344856,648298059,88317,5156,3241,7831239,51527217034,1
188124,23515906,37829146544,535020,564417435,564950151,80937,7178,3903,7314898,6761399242,0
170736,66402353,17556142981,884403,642844072,643727305,75918,9354,1036,3273445,84928138401,1
209254,12070856,44583888519,711694,606887925,607597679,765,6413,5396,7436428,70654014794,1
128451,20621474,55641215576,479028,152985567,153461363,3738,5066,7964,4283804,5433639686,0
186811,97393296,84726359244,661929,73879760,74537961,54533,2632,2794,319967,96946665415,2
133922,66530507,89467132339,601330,804793882,805394953,64119,6579,3562,9762016,75624478300,2
196396,69180483,68382031696,671264,897152849,897823340,73077,7952,9345,1146603,26558625173,1
152305,72931891,37660493035,251950,261281460,261532916,80889,1995,3980,7512558,28174189237,0
170738,18727404,86224830358,156313,281420672,281576200,50758,9848,8862,7049742,40211138882,1
186988,73945181,8498542156,855382,534737398,535590320,62903,8762,8779,1298691,67331032465,1
179474,12598223,62773833615,171524,527320943,527489937,45151,4348,6379,892749,57773043304,1
149625,12947089,17988940017,201512,782064386,782262108,52185,3368,3263,1647293,16119765773,0
200359,96214877,21850725205,72282,996530792,996599976,18152,7080,8822,7907106,58842328000,1
152706,56535107,29064674009,750007,746710429,747458544,3480,4127,5090,9372501,87231104964,1
125426,56143474,45788697497,178304,26718410,26896159,31093,5506,830,1582627,5786206654,0
196405,81209442,17315109588,691909,168814310,169502916,38839,5333,3368,7755417,91079492812,1
137724,31769077,10905651273,602050,820647026,821246675,99968,9462,6632,9849620,10364565880,0
168126,30334234,20021341781,455601,925755108,926208304,68140,2188,9437,3944729,45965164086,0
174957,85426828,75684506941,810290,754552338,755362167,30273,5408,6979,9074656,59391114319,2
171128,82964361,73025584856,720289,749853445,750570161,46493,6909,6136,81603,98931091042,2
134928,99025788,11831645748,503434,71152277,71655391,91774,4387,4027,6849222,28866390295,0
158636,77510840,87207010218,749128,679258831,680005574,59651,7857,6171,8053423,32841153699,1
164490,86813219,57706843709,266399,942103048,942366217,72329,4018,434,1763735,28557368332,1
151395,12553352,69059929989,598957,760180940,760778693,80356,4824,566,2063656,59308118577,1
130060,77489569,40494094602,187539,744842556,745027105,4523,4676,9276,9134158,44226907804,1
188660,76570173,33036660036,914910,439811366,440726248,58809,5040,5559,9689625,90733211949,1
113587,54527797,16981341868,864495,701354753,702218754,37820,9953,4462,8508686,64912369296,1
189655,16346897,54787010777,174540,186447832,186619800,49959,4436,6976,8759675,37610206289,1
189385,24398168,58444344031,684552,469444051,470125599,77659,9285,9821,6708259,19543333317,1
174047,71994974,8863482646,927100,611496067,612422697,67282,2688,3778,344381,11258425893,0
191303,93453989,73022589620,285104,609649364,609931736,56061,2733,225,5804192,26602827929,1
163818,27081816,49047888163,381487,11401767,11782705,61984,6805,8235,7141027,41464563476,1
194686,91204341,96701777296,205561,45951823,46155816,68419,5362,1855,8698167,30974427532,1
120610,18970091,43959500508,138424,651585357,651721157,50288,2286,6670,2461854,16109038970,0
157096,64304233,4621382995,343607,488444971,488785673,5034,4697,7367,7849250,9447281689,0
146504,92948294,74730006679,541347,677237850,677778050,67909,8088,7202,5844943,76597388597,2
136570,97289491,11798043428,466248,730756891,731220267,44552,8811,9922,6841020,2304652483,0
186640,74299884,96182996209,142053,624226186,624366303,100032,9647,696,8848969,47126961888,2
115953,90506845,47256173816,854866,587563094,588416558,44965,3240,3217,5753099,26002474194,1
195049,12692151,51424648697,24171,143361363,143383243,56911,7351,8183,3030757,47973443210,1
146451,71232751,15022289467,516436,938332874,938846423,34941,8908,5459,4747173,64579370297,1
112619,37795758,97577190646,193777,721756901,721949944,1798,6375,7761,6517452,90183335341,2
182808,22730786,13731563063,494658,986247942,986742289,99639,8647,1185,9713098,54648910397,0
153351,5036748,43840339148,592996,290944637,291536957,39796,6416,6263,7875978,65139464149,1
171442,79879162,23141915980,775379,625249741,626023314,3167,7325,6220,9510760,93105028474,1
186693,45079758,75758338355,853379,879430929,880283098,24019,9562,7931,7169735,42553693503,1
118053,24090164,97148384280,424872,753559085,753983390,69868,7905,6439,8838813,5572894674,1
177889,68345817,63214671763,838409,157743774,158579927,76361,5738,8191,583002,20210956408,1
145240,16897539,1989423699,834462,226990585,227824156,62635,5527,6779,7606744,6457517890,0
179066,18796574,7003585503,680419,633482812,634160285,23425,5222,1914,2484525,39659962610,0
125048,40295721,11688486908,267579,228090776,228355311,93798,1455,175,2320727,95895248745,1
214278,57120802,92022649774,700481,904660238,905360361,37889,9612,4752,4262414,11033182945,1
178520,70605920,48053200167,841263,227218751,228057021,4844,9396,2078,1328144,33639888170,1
185649,24993687,76440045838,420786,47714384,48132720,30022,4277,8465,6094007,80967599761,2
166560,20647176,29346341312,788492,926409718,927197368,82553,5341,9038,4689813,22690511362,0
206848,69906957,85195291898,129210,694598468,694725911,18539,5711,1657,2577713,6924643135,1
205857,50146668,36512170948,830104,71488782,72315077,88515,8477,5321,5411807,65942543098,1
157551,84575227,95173704953,429164,75948738,76377649,99724,7162,3681,4203763,22703943762,1
190893,90640945,65326880744,905613,518586195,519489484,64664,8635,1748,7014957,60850731430,1
112135,76519543,83815591592,733967,989202278,989936185,91837,8707,1018,8425361,10061107556,1
198090,50120977,41863477079,958404,258763689,259718212,13008,4632,6039,9815309,52893239063,1
135324,22267595,83105692074,364368,595429280,595791033,79305,6542,4502,2181645,81511880136,2
126260,65829854,58301006769,255467,417820922,418073198,34642,2666,6364,1204266,60549584301,1
191890,24366279,19157207505,560814,661489079,662046116,51378,6024,3833,95961,10126922435,0
172326,50939990,28737833094,948795,738125590,739070967,15191,2000,960,6172438,61088591937,1
160508,20142823,19359826202,519211,824673697,825190938,68361,6867,130,671837,36702203120,0
164667,52834304,59524247909,940173,281160356,282099640,10957,5698,2372,4221845,16989323923,1
202960,34507247,50812464326,741337,549570085,550308296,42265,9876,6812,2578480,48187273610,1
204325,54631170,81356846330,525405,532016443,532539232,5815,7943,3115,1846094,26784885383,1
140520,56990757,97096878314,779808,980474219,981252838,24291,8022,6661,5485535,66284215443,2
181951,27683375,57666206969,544375,444393095,444935581,42466,7995,8850,329168,23401385576,1
174580,32233817,6085780154,611078,776280559,776891322,85411,7232,10003,6644749,40998738166,0
178255,83062563,72312088833,181817,526922049,527100973,58729,6579,6143,265032,55607274685,1
176018,71808271,26105589392,337946,652956353,653292041,66997,2604,3376,2239542,28256296811,0
132334,67063417,48019103535,897892,932711336,933605654,72880,5251,1678,1097221,63897363628,1
179579,70142620,61385235982,209867,691536636,691742519,75200,1899,7468,873974,5444302984,0
138669,14045076,27410812305,248575,833155152,833403638,6141,4596,188,2189711,98157695438,1
160851,94344462,73360811365,225778,675514048,675736890,1473,1273,9427,6615542,37480757618,1
144750,64470218,18417736153,767603,581559614,582326398,22533,6842,9177,3535395,16124579467,0
188353,81313222,34993415352,259543,484065312,484322916,34085,5980,3572,2097074,27599560507,0
152672,58413169,82434738522,962666,785655904,786617609,59426,7457,8831,2835273,25112137486,1
192624,2100248,1371591211,397628,82417394,82813198,4757,9640,4523,30756,35998694702,0
126926,21174191,58396946171,373443,358739829,359111920,44032,5009,9929,824417,68144918484,1
202517,31088391,38857539410,838847,583117598,583954441,87205,9310,8841,8323329,98993743952,2
116889,24427354,94141944239,779780,259207543,259983595,92128,8460,2712,9031673,22230183442,1
186720,94393029,3598608851,380847,537297993,537677071,75713,3718,9767,4895117,24478302830,0
206953,37493509,25720442739,306037,699596048,699901126,19813,1269,8407,7989010,28086243901,0
121724,71624980,69587132985,605862,137794151,138398154,70255,7306,2234,1824477,71582880328,2
152967,83416089,97465867440,531625,950257530,950788959,96387,1955,7560,6396746,45294725987,2
195394,16361053,29106146898,478214,431655287,432132487,57405,1466,6503,7716968,18158680784,0
193684,55863905,28477376983,63901,258124289,258184538,26949,3322,9008,2622569,37700801259,0
128149,76411129,6566416740,22262,884293663,884314740,61591,7658,8431,9276112,50165178178,0
138063,65460364,20866812109,882273,698082407,698961810,91656,7138,2136,3425349,59167368107,1
179472,40016450,18718776815,559623,180683972,181243000,37486,9471,1312,8780397,67607113323,1
186257,81338263,10477429185,620170,442914867,443531925,24426,9856,1219,9221597,15512829093,0
165926,13863331,18465910465,896291,931125802,932021023,58922,1563,5574,3535544,61073847933,1
200795,27071454,47632558464,449239,323815254,324262451,22322,9117,1160,2738349,97432028106,2
139429,93685068,94759946020,791628,588338740,589126944,78094,3955,3738,9294108,75769952943,2
173563,44134055,44132540347,203351,444811777,445011503,57369,7244,4898,2370777,52521441701,1
128612,76193256,2668789852,908870,424292559,425198539,4125,2485,9487,210735,88357501034,1
138330,87692695,69418566222,700242,820318378,821015149,68862,7259,403,829161,10948677534,1
168619,98550010,4927443503,107630,784190120,784297139,40051,6020,8916,8783243,59622014132,0
186440,73195883,82773135423,775458,799606611,800380436,9560,5574,7031,6033475,35029064617,1
112228,16528319,91823477372,755187,622351209,623105738,55527,3349,4445,5834654,49199995607,2
194397,55756391,8114979248,304129,220536700,220837929,94260,6665,4569,4706514,61440487251,0
131159,26658699,56032813983,435188,833764593,834198527,70032,9152,5091,9823129,29761149710,1
133579,96006667,30740852841,670236,577419030,578087420,89370,1229,8550,9768021,58518341950,1
141286,51786289,47267670399,467715,376663037,377129976,56364,9500,845,1326712,30028672517,1
137499,16114276,82090236052,390457,887723588,888112428,49438,5085,1233,5865206,15221672624,1
157216,20424710,83116585120,938753,444923351,445859089,68756,2561,1791,9909223,12427671816,1
200507,10727838,7590328790,691194,540287177,540975966,22645,6225,739,4858960,97942678933,1
211663,31374987,18628380411,538635,188463138,188998997,75250,5190,1299,8784858,75014754967,1
131966,71203915,45916065898,685587,391510396,392193482,99124,6697,8050,7425427,56053251788,1
171927,94069136,1162577046,260151,671649477,671909374,86202,8992,1924,6028476,75786097592,1
185493,73759770,36817995641,151987,455070778,455220531,33095,5179,8705,6116174,8407048687,0
176090,30573508,17739992036,100124,708221454,708321525,87324,2847,309,2048164,52148754341,0
134883,15878129,8691481313,179008,150832748,151008641,70995,7325,9115,1777231,63148452511,1
131179,79480732,62598902006,834067,845396264,846228643,56847,8171,3561,2385766,32540913263,1
